id,module,level,strand,substrand,year,type,text,answer,hint,options,params
q_1764432329882_19,C01_Y1_CALC,2,Calculation,Mental addition and subtraction,1,text_input,Complete the number bond: 10 - 2 = __,8,What is 10 take away 10?,,"{""description"":""Developing - Bonds to 10 and 20, addition and subtraction, missing number at end or middle"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":false},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""word_problem""],""contexts"":[""abstract"",""objects""],""visualType"":""part_whole""}}"
q_1764432329882_20,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,"If 19 + 1 = 20, what is 20 - __ = 19?",1,Use the number bond: 19 and 1 make 20,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_21,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,"In a game, you scored 9 points. How many more points do you need to reach 10?",1,10 - 9 = ?,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_22,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,There are 20 toys in the box. How many more are needed to have 20?,0,20 - 20 = ?,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_23,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,"If 1 + 9 = 10, what is __ - 9 = 1?",10,Use the number bond: 1 and 9 make 10,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_24,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,Complete the number bond: 20 - 12 = __,8,What is 20 take away 20?,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_25,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,The shelf has 7 books. How many more books are needed to have 10?,3,10 - 7 = ?,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_26,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,"If 14 + 6 = 20, what is 20 - __ = 6?",14,Use the number bond: 14 and 6 make 20,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_27,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,"If 20 + 0 = 20, what is 20 - 0 = __?",20,Use the number bond: 20 and 0 make 20,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_28,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,"If 10 + 0 = 10, what is 10 - 10 = __?",0,Use the number bond: 10 and 0 make 10,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_29,C01_Y1_CALC,3,Calculation,Mental addition and subtraction,1,text_input,Tom has 10 marbles. He gives 10 away. How many does he have left?,0,10 - 10 = ?,,"{""description"":""Meeting - Full curriculum: bonds to 20, fact families, any gap position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_30,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,"If 12 + 8 = 20, what is 20 - 12 = __?",8,Use the number bond: 12 and 8 make 20,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_31,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,Complete the number bond: 20 - 15 = __,5,What is 20 take away 20?,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_32,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,The shelf has 4 books. How many more books are needed to have 10?,6,10 - 4 = ?,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_33,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,"If 2 + 18 = 20, what is 20 - __ = 18?",2,Use the number bond: 2 and 18 make 20,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_34,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,"If 6 + 4 = 10, what is 10 - __ = 4?",6,Use the number bond: 6 and 4 make 10,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_35,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,Complete the number bond: __ - 10 = 0,10,What is 10 take away 10?,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_36,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,A book has 10 pages. You have read 4 pages. How many pages are left?,6,10 - 4 = ?,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_37,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,Complete the number bond: 10 + __ = 10,0,What number goes with 10 to make 10?,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_38,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,What number goes with 4 to make 10?,6,Think: 10 - 4 = ?,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329882_39,C01_Y1_CALC,4,Calculation,Mental addition and subtraction,1,text_input,"If 4 + 16 = 20, what is 20 - __ = 16?",4,Use the number bond: 4 and 16 make 20,,"{""description"":""Exceeding - Extended challenge with inverse relationships and rapid recall"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition"",""subtraction""],""factFamilies"":true,""inverseProblems"":true},""presentation"":{""gaps"":{""position"":""any"",""count"":1},""styles"":[""equation"",""word_problem"",""fact_family"",""inverse""],""contexts"":[""abstract"",""objects"",""scenarios""],""visualType"":""part_whole""}}"
q_1764432329883_40,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,7 + 3 = __,10,What number added to 7 makes 10?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_41,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,4 + 6 = __,10,What number added to 4 makes 10?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_42,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,1 + 19 = __,20,What number added to 1 makes 20?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_43,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,1 + 19 = __,20,What number added to 1 makes 20?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_44,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,15 + 5 = __,20,What number added to 15 makes 20?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_45,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,0 + 10 = __,10,What number added to 0 makes 10?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_46,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,7 + 13 = __,20,What number added to 7 makes 20?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_47,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,5 + 5 = __,10,What number added to 5 makes 10?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_48,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,14 + 6 = __,20,What number added to 14 makes 20?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_49,C01_Y2_CALC,1,Calculation,Mental addition and subtraction,2,text_input,14 + 6 = __,20,What number added to 14 makes 20?,,"{""description"":""Beginning - Recall facts to 20, addition only, missing number at end position"",""math"":{""targets"":[10,20],""range"":{""min"":0,""max"":20},""operations"":[""addition""],""derivedFacts"":false,""multiplesOf10"":false},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""styles"":[""equation""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_50,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,20 - 5 = __,15,What is 20 take away 5?,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_51,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,10 - __ = 9,1,What is 10 take away 1?,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
q_1764432329883_52,C01_Y2_CALC,2,Calculation,Mental addition and subtraction,2,text_input,2 + 8 = __,10,What number added to 2 makes 10?,,"{""description"":""Developing - Introduce derived facts to 100, multiples of 10, both operations"",""math"":{""targets"":[10,20,100],""range"":{""min"":0,""max"":100},""operations"":[""addition"",""subtraction""],""derivedFacts"":true,""multiplesOf10"":true,""derivationTypes"":[""decade_facts""]},""presentation"":{""gaps"":{""position"":""end_or_middle"",""count"":1},""styles"":[""equation"",""derived""],""contexts"":[""abstract""],""visualType"":""equation""}}"
