id,module,level,strand,substrand,year,type,text,answer,hint,options,params
q_1764328650323_10,N01_Y1_NPV,3,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 36, 38, __, 42, 44",40,The pattern counts forwards in 2s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards from any given number in multiples of 2, 5, 10, up to and across 100. Standard length sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_11,N01_Y1_NPV,3,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 46, 48, __, 52, 54",50,The pattern counts forwards in 2s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards from any given number in multiples of 2, 5, 10, up to and across 100. Standard length sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_12,N01_Y1_NPV,3,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 26, 24, __, 20, 18",22,The pattern counts backwards in 2s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards from any given number in multiples of 2, 5, 10, up to and across 100. Standard length sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_13,N01_Y1_NPV,3,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 78, 76, __, 72, 70",74,The pattern counts backwards in 2s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards from any given number in multiples of 2, 5, 10, up to and across 100. Standard length sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_14,N01_Y1_NPV,3,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 50, 55, __, 65, 70",60,The pattern counts forwards in 5s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards from any given number in multiples of 2, 5, 10, up to and across 100. Standard length sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_15,N01_Y1_NPV,4,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 80, __, 60, 50, 40, 30",70,The pattern counts backwards in 10s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_16,N01_Y1_NPV,4,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 60, 50, __, 30, 20, 10",40,The pattern counts backwards in 10s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_17,N01_Y1_NPV,4,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 35, 40, __, 50, 55, 60",45,The pattern counts forwards in 5s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_18,N01_Y1_NPV,4,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 52, 50, 48, __, 44, 42",46,The pattern counts backwards in 2s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_19,N01_Y1_NPV,4,Number and Place Value,Counting (in multiples),1,text_input,"What is the missing number? 50, 55, __, 65, 70, 75",60,The pattern counts forwards in 5s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions for minimal scaffolding."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_20,N01_Y2_NPV,1,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 5, __",10,The pattern counts forwards in 5s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 2, 3, 5, or 10, up to 40. Short sequences (3 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":40},""sequence"":{""steps"":[2,3,5,10],""length"":3,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_21,N01_Y2_NPV,1,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 2, __",4,The pattern counts forwards in 2s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 2, 3, 5, or 10, up to 40. Short sequences (3 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":40},""sequence"":{""steps"":[2,3,5,10],""length"":3,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_22,N01_Y2_NPV,1,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 2, __",4,The pattern counts forwards in 2s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 2, 3, 5, or 10, up to 40. Short sequences (3 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":40},""sequence"":{""steps"":[2,3,5,10],""length"":3,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_23,N01_Y2_NPV,1,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 10, __",20,The pattern counts forwards in 10s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 2, 3, 5, or 10, up to 40. Short sequences (3 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":40},""sequence"":{""steps"":[2,3,5,10],""length"":3,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_24,N01_Y2_NPV,1,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 3, __",6,The pattern counts forwards in 3s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 2, 3, 5, or 10, up to 40. Short sequences (3 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":40},""sequence"":{""steps"":[2,3,5,10],""length"":3,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_25,N01_Y2_NPV,2,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, __, 6, 9",3,The pattern counts forwards in 3s,,"{""description"":""Developing - Count forwards from 0 (for 2,3,5) or any number (for 10s), up to 60. Longer sequences (4 numbers) with gap at middle."",""math"":{""range"":{""min"":0,""max"":60},""sequence"":{""steps"":[2,3,5,10],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_or_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_26,N01_Y2_NPV,2,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, __, 4, 6",2,The pattern counts forwards in 2s,,"{""description"":""Developing - Count forwards from 0 (for 2,3,5) or any number (for 10s), up to 60. Longer sequences (4 numbers) with gap at middle."",""math"":{""range"":{""min"":0,""max"":60},""sequence"":{""steps"":[2,3,5,10],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_or_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_27,N01_Y2_NPV,2,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, __, 10, 15",5,The pattern counts forwards in 5s,,"{""description"":""Developing - Count forwards from 0 (for 2,3,5) or any number (for 10s), up to 60. Longer sequences (4 numbers) with gap at middle."",""math"":{""range"":{""min"":0,""max"":60},""sequence"":{""steps"":[2,3,5,10],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_or_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650323_28,N01_Y2_NPV,2,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, __, 10, 15",5,The pattern counts forwards in 5s,,"{""description"":""Developing - Count forwards from 0 (for 2,3,5) or any number (for 10s), up to 60. Longer sequences (4 numbers) with gap at middle."",""math"":{""range"":{""min"":0,""max"":60},""sequence"":{""steps"":[2,3,5,10],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_or_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_29,N01_Y2_NPV,2,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, __, 6, 9",3,The pattern counts forwards in 3s,,"{""description"":""Developing - Count forwards from 0 (for 2,3,5) or any number (for 10s), up to 60. Longer sequences (4 numbers) with gap at middle."",""math"":{""range"":{""min"":0,""max"":60},""sequence"":{""steps"":[2,3,5,10],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_or_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_30,N01_Y2_NPV,3,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 97, 87, __, 67, 57",77,The pattern counts backwards in 10s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of 2, 3, 5 from 0, and in tens from any number, up to 100. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,3,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_31,N01_Y2_NPV,3,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 8, 6, __, 2, 0",4,The pattern counts backwards in 2s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of 2, 3, 5 from 0, and in tens from any number, up to 100. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,3,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_32,N01_Y2_NPV,3,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 3, __, 9, 12",6,The pattern counts forwards in 3s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of 2, 3, 5 from 0, and in tens from any number, up to 100. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,3,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_33,N01_Y2_NPV,3,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 2, __, 6, 8",4,The pattern counts forwards in 2s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of 2, 3, 5 from 0, and in tens from any number, up to 100. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,3,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_34,N01_Y2_NPV,3,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 5, __, 15, 20",10,The pattern counts forwards in 5s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards in steps of 2, 3, 5 from 0, and in tens from any number, up to 100. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":100},""sequence"":{""steps"":[2,3,5,10],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_35,N01_Y2_NPV,4,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 5, __, 15, 20, 25",10,The pattern counts forwards in 5s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions, tens from any number."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,3,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_36,N01_Y2_NPV,4,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 2, __, 6, 8, 10",4,The pattern counts forwards in 2s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions, tens from any number."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,3,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_37,N01_Y2_NPV,4,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 2, __, 6, 8, 10",4,The pattern counts forwards in 2s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions, tens from any number."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,3,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_38,N01_Y2_NPV,4,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 0, 3, __, 9, 12, 15",6,The pattern counts forwards in 3s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions, tens from any number."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,3,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_39,N01_Y2_NPV,4,Number and Place Value,Counting (in multiples),2,text_input,"What is the missing number? 120, 115, 110, 105, 100, __",95,The pattern counts backwards in 5s,,"{""description"":""Exceeding - Extended range to 120, longer sequences (6 numbers), backwards counting, random gap positions, tens from any number."",""math"":{""range"":{""min"":0,""max"":120},""sequence"":{""steps"":[2,3,5,10],""length"":6,""directions"":[""forwards"",""backwards""],""startStrategy"":""zero_or_any_tens""}},""presentation"":{""gaps"":{""position"":""random"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_40,N01_Y3_NPV,1,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 0, 50, 100, __",150,The pattern counts forwards in 50s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 4, 8, 50, or 100, up to 400. Short sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":400},""sequence"":{""steps"":[4,8,50,100],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_41,N01_Y3_NPV,1,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 0, 100, 200, __",300,The pattern counts forwards in 100s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 4, 8, 50, or 100, up to 400. Short sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":400},""sequence"":{""steps"":[4,8,50,100],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_42,N01_Y3_NPV,1,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 0, 50, 100, __",150,The pattern counts forwards in 50s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 4, 8, 50, or 100, up to 400. Short sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":400},""sequence"":{""steps"":[4,8,50,100],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_43,N01_Y3_NPV,1,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 0, 4, 8, __",12,The pattern counts forwards in 4s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 4, 8, 50, or 100, up to 400. Short sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":400},""sequence"":{""steps"":[4,8,50,100],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_44,N01_Y3_NPV,1,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 0, 4, 8, __",12,The pattern counts forwards in 4s,,"{""description"":""Beginning - Count forwards only from 0, in steps of 4, 8, 50, or 100, up to 400. Short sequences (4 numbers) with gap at end for predictability."",""math"":{""range"":{""min"":0,""max"":400},""sequence"":{""steps"":[4,8,50,100],""length"":4,""directions"":[""forwards""],""startStrategy"":""zero_only""}},""presentation"":{""gaps"":{""position"":""end"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_45,N01_Y3_NPV,2,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 300, 400, __, 600, 700",500,The pattern counts forwards in 100s,,"{""description"":""Developing - Count forwards from 0 or a multiple, in steps of 4, 8, 50, or 100, up to 600. Medium sequences (5 numbers) with gap at end or middle."",""math"":{""range"":{""min"":0,""max"":600},""sequence"":{""steps"":[4,8,50,100],""length"":5,""directions"":[""forwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_46,N01_Y3_NPV,2,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 100, 200, __, 400, 500",300,The pattern counts forwards in 100s,,"{""description"":""Developing - Count forwards from 0 or a multiple, in steps of 4, 8, 50, or 100, up to 600. Medium sequences (5 numbers) with gap at end or middle."",""math"":{""range"":{""min"":0,""max"":600},""sequence"":{""steps"":[4,8,50,100],""length"":5,""directions"":[""forwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_47,N01_Y3_NPV,2,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 448, 456, __, 472, 480",464,The pattern counts forwards in 8s,,"{""description"":""Developing - Count forwards from 0 or a multiple, in steps of 4, 8, 50, or 100, up to 600. Medium sequences (5 numbers) with gap at end or middle."",""math"":{""range"":{""min"":0,""max"":600},""sequence"":{""steps"":[4,8,50,100],""length"":5,""directions"":[""forwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_48,N01_Y3_NPV,2,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 144, 148, __, 156, 160",152,The pattern counts forwards in 4s,,"{""description"":""Developing - Count forwards from 0 or a multiple, in steps of 4, 8, 50, or 100, up to 600. Medium sequences (5 numbers) with gap at end or middle."",""math"":{""range"":{""min"":0,""max"":600},""sequence"":{""steps"":[4,8,50,100],""length"":5,""directions"":[""forwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_49,N01_Y3_NPV,2,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 248, 252, __, 260, 264",256,The pattern counts forwards in 4s,,"{""description"":""Developing - Count forwards from 0 or a multiple, in steps of 4, 8, 50, or 100, up to 600. Medium sequences (5 numbers) with gap at end or middle."",""math"":{""range"":{""min"":0,""max"":600},""sequence"":{""steps"":[4,8,50,100],""length"":5,""directions"":[""forwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
q_1764328650324_50,N01_Y3_NPV,3,Number and Place Value,Counting (in multiples),3,text_input,"What is the missing number? 200, 150, __, 50, 0",100,The pattern counts backwards in 50s,,"{""description"":""Meeting - Full curriculum: count forwards and backwards from 0 or any multiple of 4, 8, 50, or 100, up to 1000. Standard sequences (5 numbers)."",""math"":{""range"":{""min"":0,""max"":1000},""sequence"":{""steps"":[4,8,50,100],""length"":5,""directions"":[""forwards"",""backwards""],""startStrategy"":""any_multiple""}},""presentation"":{""gaps"":{""position"":""middle"",""count"":1},""visualType"":""sequence""}}"
